#Project: Theophylline
#PK-Sim version: 9.0.170
"IndividualId","Gender","Population","Population Name","Organism|Weight [kg]","Organism|BMI [kg/dm²]","Organism|BSA [dm²]","Organism|Gestational age [week(s)]","Organism|Age [year(s)]","Organism|Ontogeny factor (alpha1-acid glycoprotein)","Organism|Ontogeny factor (albumin)","Organism|Height [dm]","Organism|Hematocrit","Organism|VenousBlood|Volume [l]","Organism|ArterialBlood|Volume [l]","Organism|Bone|Specific blood flow rate [l/min/kg organ]","Organism|Bone|Volume [l]","Organism|Brain|Volume [l]","Organism|Brain|Specific blood flow rate [l/min/kg organ]","Organism|Fat|Volume [l]","Organism|Fat|Vf (neutral lipid)-PT","Organism|Fat|Vf (lipid)","Organism|Fat|Vf (phospholipid)-PT","Organism|Fat|Fraction interstitial","Organism|Fat|Vf (water)","Organism|Fat|Vf (water)-PT","Organism|Fat|Vf (neutral lipid)-RR","Organism|Fat|Vf (neutral lipid)-WS","Organism|Fat|Vf (neutral phospholipid)-RR","Organism|Fat|Vf (neutral phospholipid, plasma)-WS","Organism|Fat|Vf (extracellular water)-RR","Organism|Fat|Vf (intracellular water)-RR","Organism|Fat|Vf (water)-WS","Organism|Fat|Specific blood flow rate [l/min/kg organ]","Organism|Gonads|Volume [l]","Organism|Gonads|Specific blood flow rate [l/min/kg organ]","Organism|Heart|Volume [l]","Organism|Heart|Specific blood flow rate [l/min/kg organ]","Organism|Kidney|Volume [l]","Organism|Kidney|Maximal decreasing rate factor","Organism|Kidney|TM50 for GFR [week(s)]","Organism|Kidney|Age of aging onset [year(s)]","Organism|Kidney|GFRmat [l/min]","Organism|Kidney|Aging half-time [year(s)]","Organism|Kidney|Hill coefficient for GFR","Organism|Kidney|Hill coefficient for aging GFR","Organism|Kidney|Specific blood flow rate [l/min/kg organ]","Organism|Lumen|Effective surface area variability factor","Organism|Lumen|Stomach|Distal radius [dm]","Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor","Organism|Lumen|Stomach|Gastric emptying time [min]","Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor","Organism|Lumen|Stomach|Length [dm]","Organism|Lumen|Stomach|Proximal radius [dm]","Organism|Lumen|Duodenum|Effective surface area enhancement factor","Organism|Lumen|UpperJejunum|Effective surface area enhancement factor","Organism|Lumen|LowerJejunum|Effective surface area enhancement factor","Organism|Lumen|UpperIleum|Effective surface area enhancement factor","Organism|Lumen|LowerIleum|Effective surface area enhancement factor","Organism|Lumen|Caecum|Effective surface area enhancement factor","Organism|Lumen|ColonAscendens|Effective surface area enhancement factor","Organism|Lumen|ColonTransversum|Effective surface area enhancement factor","Organism|Lumen|ColonDescendens|Effective surface area enhancement factor","Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor","Organism|Lumen|Rectum|Effective surface area enhancement factor","Organism|Stomach|Volume [l]","Organism|Stomach|Specific blood flow rate [l/min/kg organ]","Organism|SmallIntestine|Small intestinal transit time [min]","Organism|SmallIntestine|Volume [l]","Organism|SmallIntestine|Specific blood flow rate [l/min/kg organ]","Organism|LargeIntestine|Large intestinal transit time [min]","Organism|LargeIntestine|Volume [l]","Organism|LargeIntestine|Specific blood flow rate [l/min/kg organ]","Organism|Liver|Volume [l]","Organism|Liver|Specific blood flow rate [l/min/kg organ]","Organism|Lung|Volume [l]","Organism|Lung|Fraction vascular","Organism|Muscle|Volume [l]","Organism|Muscle|Vf (neutral lipid)-PT","Organism|Muscle|Vf (lipid)","Organism|Muscle|Vf (protein)","Organism|Muscle|Vf (phospholipid)-PT","Organism|Muscle|Vf (water)-PT","Organism|Muscle|Vf (water)","Organism|Muscle|Fraction interstitial","Organism|Muscle|Vf (neutral lipid)-WS","Organism|Muscle|Vf (neutral lipid)-RR","Organism|Muscle|Vf (neutral phospholipid, plasma)-WS","Organism|Muscle|Vf (neutral phospholipid)-RR","Organism|Muscle|Vf (extracellular water)-RR","Organism|Muscle|Vf (protein)-WS","Organism|Muscle|Vf (intracellular water)-RR","Organism|Muscle|Vf (water)-WS","Organism|Muscle|Specific blood flow rate [l/min/kg organ]","Organism|Pancreas|Volume [l]","Organism|Pancreas|Specific blood flow rate [l/min/kg organ]","Organism|PortalVein|Volume [l]","Organism|Skin|Volume [l]","Organism|Skin|Specific blood flow rate [l/min/kg organ]","Organism|Spleen|Volume [l]","Organism|Spleen|Specific blood flow rate [l/min/kg organ]","CYP1A2|Ontogeny factor","CYP1A2|Ontogeny factor GI","CYP1A2|Reference concentration [µmol/l]","CYP1A2|t1/2 (liver) [min]"
64,FEMALE,European_ICRP_2002,Population 100 subj,94.8913781940207,0.321558134177805,212.795591379659,40,31.3915966504214,0.389438175667014,1.11058648174399,17.178436234509,0.41,0.757705700146058,0.309038402292827,0.0307844063165858,10.1805697887837,1.2653876147062,0.549896875239791,48.6456226022579,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0263289834036748,0.012899169131257,0.0875068246650656,0.305760550615793,0.879828620807461,0.600487486241115,0.9,44.5584100065067,30,0.0735594456608385,59,14.8663169846776,1.5,2.64165186288179,1.18397506243832,0.5,1.37161433803293,12.2326792187036,0.52541110232621,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.144329631946842,0.366599680459035,155.941036066056,0.800140264459954,0.915188168161162,2652,0.518129184387499,0.690719303209142,2.45246503824835,0.197661027299635,1.12347862414489,0.53,22.7391140742944,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0342352944360178,0.233764780139627,0.352393296743197,0.796571226573058,3.52359654925332,0.11267565070998,0.482317506397914,0.886160586559183,0.626885285397667,1.43646770431402,1.8,2155.32243836699
65,FEMALE,European_ICRP_2002,Population 100 subj,78.6680147416127,0.292981664576306,189.232604911703,40,36.7573588838602,0.941837291190094,0.65737870123138,16.3862235022906,0.41,0.766672067431481,0.321602275824482,0.0329105991864953,9.24573293729143,1.39668041078433,0.506675158506406,33.5647694135391,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0257154800395222,0.0127114862120733,0.0984215316402095,0.36774603174496,0.983863860614032,0.345945743757583,0.9,44.9236881608167,30,0.113511072805359,59,14.8752306122708,1.5,2.60714073448606,1.52857211291446,0.5,0.765231899245278,12.0852999958924,0.983453952908054,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.15645410900462,0.382412231347986,177.971683686168,0.736480942311847,0.890747593058655,2652,0.45032708061825,0.726502280928039,2.44803762946923,0.197362246258903,0.834468503617444,0.53,23.5168423569471,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0315856642781095,0.125681138675224,0.373290214651593,0.837662821703016,3.33217734710063,0.108862878706743,0.20802244557994,0.838502094504893,1.22710105608858,0.809510867095436,1.8,2403.11667544172
66,FEMALE,European_ICRP_2002,Population 100 subj,58.1977823297614,0.198091795691527,166.464120320331,40,31.41923387601,1.24791199640384,0.981190761750972,17.1403613535096,0.41,0.763048492758448,0.342826192608367,0.0300211445631925,10.1281215844749,1.37141060371436,0.562330366947585,12.3886584655863,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0260067465409245,0.0142583851405705,0.0874646341906881,0.349607036852551,0.852510042585106,0.488462853662079,0.9,43.6093791752395,30,0.122908564462262,59,15.622750713929,1.5,2.6215723300471,1.87227788669181,0.5,0.582474713391333,18.2968735780456,1.00800207414588,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.187762900205573,0.357543752425151,243.725473844345,0.678803852231887,0.956896531890645,2652,0.481657447920871,0.715228480517572,1.6765376673562,0.207641039933767,0.969939446588746,0.53,24.5078949799423,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.031482085546021,0.168422102148451,0.33477237831278,0.815337386002606,2.71075100352147,0.110589603339542,0.154281929045701,0.838443855676198,1.29939442896251,0.549159204025188,1.8,2871.36766139536
67,FEMALE,European_ICRP_2002,Population 100 subj,68.9793997126475,0.221133379808581,183.964242899112,40,34.1558286799844,1.01116194442175,0.797436235603756,17.6617020269766,0.41,0.799741571920206,0.358325040703474,0.0314389893485089,10.8738142944882,1.375961489687,0.506141409429894,24.3162376190429,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.024361612663722,0.0136162113362256,0.0895119738643473,0.443065464504586,0.934349779892273,0.4389488391569,0.9,45.264854185015,30,0.152702111975719,59,15.0040804080774,1.5,2.75190477867945,0.868985028022014,0.5,0.918423804502128,22.1666973411475,0.766696336121818,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.206899868825321,0.354463611340635,162.395541292873,0.749767678373536,0.873162681441971,2652,0.475486201687245,0.672450842063675,1.49150241782158,0.207889384039468,1.1301345417083,0.53,21.9726933089079,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0329025975358518,0.161200350733308,0.308526098614685,0.931005098394774,3.1131750832761,0.114038867746206,0.127824632079892,0.846628290891555,0.749168460166075,1.30057373032322,1.8,2125.24115691724
68,FEMALE,European_ICRP_2002,Population 100 subj,76.2624144671624,0.26189801244327,190.13291122685,40,37.5770936429394,0.874230214101949,1.1789499429286,17.0643273680385,0.41,0.789827405569237,0.350183132954215,0.0340181845792095,10.1764441315482,1.46167096602714,0.545191342488227,31.5651697866792,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0244124504711077,0.0148131355496838,0.0886184833766602,0.316076307762736,0.960885430349351,0.504306539699717,0.9,43.9893358819903,30,0.137510723818035,59,15.3259392191136,1.5,2.46933369012902,2.09722578092432,0.5,1.22629167598541,12.4994569958243,0.683346696803563,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.180055780293024,0.37966454853588,84.2991556369526,0.841285490788649,0.9428213932478,2652,0.487056932846477,0.781399960257063,1.87022046208117,0.197070839492797,1.02554999066096,0.53,22.1071996718631,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0295247037030841,0.220282950985743,0.348556685551183,0.877911432531869,3.18729479708575,0.11367315079402,0.287065552235462,0.893403850403235,1.15872923145497,0.707541775736007,1.8,905.184711950147
69,FEMALE,European_ICRP_2002,Population 100 subj,62.3045440577264,0.231245359050246,168.550082997163,40,34.0501407273347,1.18687876299676,0.836660850929824,16.4143371044081,0.41,0.728088808736439,0.349377483969009,0.029864168396003,9.24573656978073,1.33564244198898,0.526528806708423,20.5742748081131,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0258471899550695,0.0123511139123401,0.0884974012443897,0.388731321414431,0.902453764207889,0.443711950532636,0.9,44.7830710885457,30,0.105503898664993,59,14.9645016449004,1.5,2.93749103925303,1.17523433597119,0.5,0.777378964357163,11.3574706563294,1.53241184237037,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.171543963334014,0.352737757633076,212.425220512715,0.753212930182459,1.00508014226912,2652,0.492143009957502,0.709949168883372,2.10605659777195,0.205854185359738,1.05200799209885,0.53,20.9445441494122,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0349828214083997,0.0989986065299026,0.351330579990462,0.757998115493414,2.42430436028529,0.107300824353718,0.42581983421317,0.841763200444031,1.14357386708438,2.09339044154775,1.8,2858.12309105008
70,FEMALE,European_ICRP_2002,Population 100 subj,63.3436548538793,0.25688891374344,166.225800609889,40,38.1909458656753,1.37074651015585,0.865736684828219,15.7028643075034,0.41,0.815746492482125,0.320297233977336,0.0308471419973654,8.41256189846345,1.30648890171722,0.539458629697095,18.3743381872446,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0260929892820694,0.0124254020815839,0.0924525654935908,0.368597559615659,0.95315201051782,0.328111916881774,0.9,43.2583453107882,30,0.125031990039737,59,14.8495112218463,1.5,2.62624866558335,1.00243479634208,0.5,1.14396755603462,6.37231082373419,0.466225292615083,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.142916894782377,0.389297667347751,44.5201092716221,0.689737832966455,0.917975272363754,2652,0.269285811336345,0.742452312134099,1.95378922676572,0.207256140103542,1.12336165766539,0.53,25.2770567884971,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.031494710643903,0.138997656522075,0.354106169727644,0.772337828984114,2.80704078813089,0.112426597630946,0.230562775765069,0.851943658435888,0.613489999384777,2.17847916324852,1.8,837.471804124486
71,FEMALE,European_ICRP_2002,Population 100 subj,60.3323692769801,0.230840103523096,164.604766015233,40,33.8737023034476,1.14289475659768,1.29299447999685,16.1666322782772,0.41,0.794665235565805,0.308482625054285,0.0340161136587597,9.08473326483121,1.278113812359,0.555681882133207,18.7977814378212,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0235968411820093,0.0130768678207605,0.0896740893381405,0.373022354701115,0.962724645441288,0.34079659772336,0.9,43.4800751172338,30,0.108261919420362,59,14.7418216235262,1.5,2.88868499270199,1.36784253630691,0.5,0.842997802441979,11.0760866523665,1.83550454668506,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.158916126953778,0.347704785061289,64.4172717576075,0.724049170919243,0.927569307720143,2652,0.420472009866589,0.656674448273708,1.2071904133709,0.189801081683512,0.902632349924793,0.53,22.3612991953224,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.03233376377725,0.106175109440718,0.347302760732796,0.839233581959538,2.52112700659665,0.103613700716153,0.100602116748724,0.802040660274475,0.588357751345142,1.47753102646707,1.8,2641.4805184022
72,FEMALE,European_ICRP_2002,Population 100 subj,60.2476189140068,0.262834616531453,159.181176515554,40,38.6291481175596,1.9146501267212,1.04381180232337,15.1400971579053,0.41,0.712749053159405,0.300233033513394,0.0300823964765085,7.99437464060709,1.41721419195285,0.540930751444357,17.3611129689475,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0254473490713397,0.0133027670716426,0.0839849934332713,0.478098314512785,0.915666752173995,0.413670893497923,0.9,45.0472461498362,30,0.120778648430202,59,14.9971527204401,1.5,2.68004162049687,0.943712434754114,0.5,0.74054714327962,10.1833499611992,0.633697776497163,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.154991184870723,0.375318651237257,87.7711844479113,0.748189437655565,0.912427970328054,2652,0.411820219790056,0.711817871680297,2.26250934050334,0.210076154798737,1.03971669294591,0.53,23.2463682617685,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.033692993436592,0.11143175252243,0.345450480515562,0.824263132570448,2.61596041063417,0.104753366879692,0.141612617483067,0.916851169971997,0.575655842969334,0.580338347094204,1.8,5177.52286406735
73,FEMALE,European_ICRP_2002,Population 100 subj,67.9634725302246,0.286431011419082,170.533260954619,40,36.8167532220561,1.15165770920609,0.858551590436007,15.4037961288992,0.41,0.632628927977392,0.317516168890798,0.0312799404530848,8.2879638637948,1.33453197981519,0.533280988869626,24.8341805806953,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0263975854763493,0.0125131276454251,0.102287465930606,0.259341154552709,0.847152193382663,0.467664129790784,0.9,45.4909717672854,30,0.169471515918916,59,14.8424664253575,1.5,2.95942754968796,1.59109996210656,0.5,1.18011655224141,11.638667393357,0.68263809534534,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.1582929950118,0.349331020664255,77.0320424399872,0.698931027652826,0.850960620741442,2652,0.427547091286717,0.70866256352452,1.8766429002938,0.209464557011001,0.67353942774376,0.53,23.6674665886431,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0324500637212926,0.199974853809201,0.337346036324746,0.802374030223471,2.65510897931398,0.108386453947569,0.657254703083489,0.823418265491608,1.40771042749044,0.812028433772018,1.8,2561.62806032269
74,FEMALE,European_ICRP_2002,Population 100 subj,61.0267155838422,0.244033227889887,163.73261277478,40,39.5941022455665,0.721627128785384,1.21666584835001,15.813773580517,0.41,0.784953910560307,0.34475481649229,0.0326943136821134,8.42732402987044,1.44608158594582,0.531488394147101,22.4677151391802,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0254692190580884,0.0127751644896186,0.0893882151241609,0.230398418220714,0.91524885060055,0.343937099808334,0.9,45.357191464137,30,0.108111737876019,59,14.6742120854558,1.5,2.66401515200818,1.65483832540392,0.5,0.959242277951637,21.2037623256694,1.41215517689896,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.183424180302248,0.349482947641824,133.022270094518,0.781248826975444,0.894717086736936,2652,0.356557472666062,0.696970407444339,1.60580090520056,0.211687952098108,0.895901622878324,0.53,19.4560879447648,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0339126594828424,0.116571031667576,0.332682315302478,0.796854913809537,2.62754429694864,0.105979105668909,0.148784224061285,0.883670689337632,1.06242032260473,1.45865847152563,1.8,2088.15805468075
75,FEMALE,European_ICRP_2002,Population 100 subj,56.7523062448379,0.216230434259663,159.81438441447,40,35.456638995305,1.18210381627805,1.0200475864275,16.2006838521552,0.41,0.731168220818376,0.308996413786128,0.0338472841849932,9.00907465956592,1.17537860577031,0.467010193878887,14.9823659794216,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0245205008735165,0.0133464618010998,0.0865638171904933,0.292392333488366,0.876086565024006,0.515065426232584,0.9,43.3432016604043,30,0.0655797385850382,59,14.3985939039217,1.5,2.55814022252685,1.58297166519595,0.5,0.761538708923183,13.1838308786663,1.40432957135893,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.142456167130923,0.383806134217007,186.537692075978,0.787032479332843,0.91496895412327,2652,0.356839758671789,0.725738167156162,2.08362974763172,0.207859914849853,1.00002262764432,0.53,21.6592523416804,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0314753987437125,0.203808746460322,0.37441232766311,0.807261662485027,2.43972768762249,0.101732390135704,0.244486925293703,0.836706265378375,0.579298660518122,1.34372788471873,1.8,3753.00640989953
76,FEMALE,European_ICRP_2002,Population 100 subj,58.6916024797834,0.21728029085022,163.694590367621,40,32.8730316426945,0.82062039339785,1.24113308246847,16.4353068452854,0.41,0.693147565400207,0.346643120471784,0.0349880099555968,9.3697877930028,1.34097815541015,0.505350895557308,17.589274381503,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0273309830982867,0.0133449995434788,0.0900819047693817,0.356694658131997,0.912293592035095,0.433270664893652,0.9,45.9855255541487,30,0.134851881198272,59,15.1868880294396,1.5,2.73771873049745,2.08982476253085,0.5,0.853209961302812,14.9794317316212,0.79002575223946,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.150493958078549,0.355496643222121,142.068649388889,0.742859442466894,0.994533476472773,2652,0.463265260191456,0.722277536330463,1.69607727788683,0.211304374296804,0.845538513295958,0.53,20.7397355024798,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0309635500835025,0.178173997241902,0.357061553515833,0.883581606258874,2.57654824660871,0.0951604893514458,0.272187336917309,0.848387080659002,0.809170624364214,0.71090652181303,1.8,2581.22550782131
77,FEMALE,European_ICRP_2002,Population 100 subj,50.9216035419789,0.209145174935963,148.566888035683,40,38.2754541599543,1.08847068565507,0.886991191585795,15.603682715671,0.41,0.712835444970574,0.353588133271455,0.0314772579526297,8.41160709189164,1.33670496732686,0.528322468416048,9.71900695914153,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0241981614957174,0.0127379563536309,0.0896031791509578,0.246804016022895,0.846451943929462,0.410174798348617,0.9,44.8369856529434,30,0.142937671022098,59,14.9764544288892,1.5,2.63920137634738,2.90456853537548,0.5,0.779983678301604,16.4356106308409,1.36064993354558,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.134627032395086,0.374151721674241,119.090740765405,0.781883020914397,0.905720079870165,2652,0.405001155408443,0.791077222848453,1.79523660375546,0.201366075705255,0.602773054448212,0.53,22.227939016839,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0310466486725902,0.152276956257316,0.35107355206714,0.834932942820807,2.53069073164887,0.10881634544379,0.252783660164076,0.887928004611405,0.776280534566947,1.02770361910359,1.8,1765.34511975676
78,FEMALE,European_ICRP_2002,Population 100 subj,58.369560755618,0.249210906814283,157.527177983079,40,35.5208160427962,1.01224287175237,0.651689242277047,15.3041667797072,0.41,0.684358921434332,0.295095586309556,0.0304943508030294,8.02240889080204,1.41592218200595,0.464563803397896,20.4068116390275,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0252475095107175,0.0139485301808561,0.0868387717089701,0.308095388394873,0.902243694221098,0.336940825005694,0.9,44.4540837833447,30,0.164831278820487,59,15.2981308028888,1.5,2.63123257476882,0.955169343457656,0.5,1.49058619324418,10.9981265110228,0.954799457413814,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.177874094352904,0.347547382909051,124.248026886074,0.652945001498732,0.958688112754818,2652,0.401494611989331,0.713626828543451,2.29359674725431,0.192666309854225,0.897437508819077,0.53,18.3031114394994,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0353574780511353,0.209667258101865,0.387752173337042,0.764949760107399,2.48877224345342,0.114433621819289,0.696130127380741,0.853900534399911,0.602056123068822,1.38974018273499,1.8,543.547705211898
79,FEMALE,European_ICRP_2002,Population 100 subj,69.5437291487111,0.258179944447109,178.061608023799,40,33.5882827609723,0.891369355134453,1.05562593655666,16.4122353498406,0.41,0.765743042655194,0.339297503525241,0.0299873817405219,9.1556096348071,1.4031463316591,0.543878297757497,27.4353522116376,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0240566426041761,0.0139481916209054,0.0912772816779863,0.236011542345395,0.952381871547446,0.4124054973008,0.9,44.4987622218709,30,0.11996819030486,59,14.536794249908,1.5,2.98358492027775,1.32100365135386,0.5,1.16657599578335,14.9815597445469,1.05527164338777,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.168268785034239,0.363762693008219,128.602303062809,0.874415594738366,0.994140559224639,2652,0.475573383037324,0.733046560313863,2.33590206664059,0.193959533533518,1.12535978781275,0.53,20.8043401952211,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0333412518995997,0.144617347718444,0.354561973663226,0.758248110929534,2.88866500986322,0.113913399652907,0.206824912164223,0.853598525888441,0.555580093741931,0.924334797185867,1.8,2089.35276794967
80,FEMALE,European_ICRP_2002,Population 100 subj,60.916949541297,0.264060406855628,160.319084478422,40,33.5891957551191,1.4217719748525,1.03244873970609,15.1885889793333,0.41,0.710346301757437,0.315030522544621,0.0312393075378499,7.82240665143591,1.25932414988947,0.482529983013342,27.7957130887502,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0267536283933643,0.0130413515906033,0.0815944526264018,0.315606846871087,0.847871584651609,0.327782954861471,0.9,43.4861187110822,30,0.027465536144684,59,15.124237911623,1.5,2.69541257377278,1.39096936349424,0.5,1.35641361195365,13.2015744305697,0.871975008543037,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.151484846901125,0.40237918670493,81.7643109336968,0.646557317452662,0.838636452896006,2652,0.433062159512869,0.725700690245806,1.1394237396987,0.197262244370132,1.04838448169002,0.53,15.2784312930295,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0291125290505584,0.113246278934172,0.345059209436087,0.727168204851657,2.66500768626664,0.103990818154486,0.154931665258919,0.841083247263012,2.15304932757129,1.71323240626399,1.8,1022.90949271241
81,FEMALE,European_ICRP_2002,Population 100 subj,54.5008666911371,0.232844603449203,152.192568896321,40,33.4933688181887,0.572153323510103,1.15152878856649,15.2991962604009,0.41,0.703366327276895,0.307065344577335,0.0333570434612236,7.99494407211411,1.4281419239803,0.560023039353269,17.4675987830814,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0262496430904073,0.0118710749048055,0.089000685883211,0.322400725248839,0.891360836865731,0.52469037142496,0.9,43.7475279854005,30,0.0938004894465924,59,14.6797812500011,1.5,2.7983713621526,0.388615446931062,0.5,1.08531890042145,9.34529371701881,1.21499882693381,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.176689933623518,0.337232772640385,137.765796905618,0.585642504937295,0.882489413316063,2652,0.275654676950399,0.699533763487773,1.50208599006536,0.213786790565215,1.38147100220864,0.53,18.2148824868899,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0303003758986583,0.180533247217543,0.338560750982909,0.729471904929484,2.49200681206082,0.111543435068969,0.20234950964545,0.812619213400862,0.433789977377024,1.22624053626926,1.8,5326.75555435589
